venue_id,name,address,city,country,capacity,latitude,longitude
10659,Banbury Plant Hire Community Stadium,Bridge Street,"Banbury, Oxfordshire",England,6500,,
5559,Kirkby Road,Kirkby Road,"Barwell, Leicestershire",England,2500,52.5726901,-1.3412017
5560,Greenwich Avenue,"Greenwich Avenue, Basford","Nottingham, Nottinghamshire",England,1000,,
5561,Holloways Park,Slough Road,"Beaconsfield, Buckinghamshire",England,3500,,
5485,The Carlsberg Stadium,Langford Road,"Biggleswade, Bedfordshire",England,3000,,
20882,The RDA Stadium,Dunmow Road,"Bishop&apos;s Stortford, Hertfordshire",England,4525,,
5563,Gang Warily Community & Recreation Centre,Newlands Road,"Blackfield, Hampshire",England,1500,,
20433,MKM Arena,Nyewood Lane,"Bognor Regis, West Sussex",England,4000,,
5565,North Road,North Road,"Brightlingsea, Essex",England,1000,,
5566,The Victoria Ground,Birmingham Road,"Bromsgrove, Worcestershire",England,4893,,
5567,The Silverlands,The Silverlands,"Buxton, Derbyshire",England,5200,,
5568,War Memorial Sports Ground,Colston Avenue,"Carshalton, Surrey",England,5000,,
5569,Owen Street Sports Ground,Owen Street,"Coalville, Leicestershire",England,1500,,
5570,King George's Field,"Queen Mary Close, Tolworth, Surbiton",London,England,2700,,
21325,Flamingo Park,"Sidcup By-Pass, Chislehurst",London,England,1500,,
5571,Clayson Stadium,Weymouth Avenue,"Dorchester, Dorset",England,5009,,
5572,Rookery Hill,Rookery Hill,"Corringham, Essex",England,4000,,
21326,Dave Bryant Stadium,"Donkey Lane, off Carterhatch Lane, Enfield Town, Enfield",London,England,2000,,
20311,Saunders Transport Community Stadium,Cherrywood Road,"Farnborough, Hampshire",England,4267,,
22775,The Alcaline Stadium,Cheriton Road,"Folkestone, Kent",England,4000,,
5576,Privett Park,Privett Road,"Gosport, Hampshire",England,4500,50.7947611,-1.1565770
5577,South Kesteven Stadium,Trent Road,"Grantham, Lincolnshire",England,7500,52.9057479,-0.6668353
5578,The Memorial Playing Fields,Green Lane,"Hartley Wintney, Hampshire",England,2000,,
5579,The SKYex Community Stadium,"Beaconsfield Road, Hayes, Hillingdon",London,England,2500,,
5580,Keys Park,Keys Park Road,"Hednesford, Staffordshire",England,6500,52.6977773,-1.9890111
5581,Silver Jubilee Park,"Townsend Lane, West Hendon",London,England,1990,,
5582,The Camping World Community Stadium,Worthing Road,"Horsham, West Sussex",England,1980,51.0468182,-0.3405959
5583,The Orbital Fasteners Stadium,Hempstead Road,"Kings Langley, Hertfordshire",England,1000,,
19710,Giant Axe Stadium,West Road,"Lancaster, Lancashire",England,3513,54.0510035,-2.8109763
5585,Victory Road,Victory Road,"Leiston, Suffolk",England,2500,,
5586,The Dripping Pan,Mountfield Road,"Lewes, East Sussex",England,3000,,
5587,Crown Meadow,Love Road,"Lowestoft, Suffolk",England,2250,52.4800729,1.7475499
5588,Hartsdown Park,Hartsdown Road,"Margate, Kent",England,2100,51.3804122,1.3740457
5589,The Proctor Cars Stadium,Causeway Lane,"Matlock, Derbyshire",England,2757,,
5591,Don Amott Leisure Group Arena,Station Road,"Derby, Derbyshire",England,1500,,
5592,Craik Park,,"Morpeth, Northumberland",England,1637,,
21327,Ecologic Stadium at Bloomfields,Quinton Road,"Needham Market, Suffolk",England,4000,,
5594,The A1 Gasforce Stadium,Liberty Way,"Nuneaton, Warwickshire",England,6250,,
5595,Lincoln Road,651 Lincoln Road,Peterborough,England,1000,52.6349182,-0.2962064
10652,Tatnam Ground,"School Lane, Oakdale","Poole, Dorset",England,2000,,
22776,The Lantern Stadium,Watkins Rise,"Potters Bar, Hertfordshire",England,2500,,
10661,Neuven Stadium,Pilkington Road,"Radcliffe, Greater Manchester",England,3100,,
5599,The Valley Stadium,"Bromsgrove Road, Batchley","Redditch, Worcestershire",England,5000,,
10662,Garden Walk,Garden Walk,"Royston, Hertfordshire",England,4000,,
5601,Dales Lane,"Daw End, Bosty Lane, Rushall","Walsall, West Midlands",England,1400,,
5602,The Raymond McEnhill Stadium,"Partridge Way, Old Sarum","Salisbury, Wiltshire",England,5000,,
5603,Flamingo Land Stadium,Ashburn Road,"Scarborough, North Yorkshire",England,3392,,
19711,1st Cloud Arena,Shaftesbury Avenue,"South Shields, Tyne and Wear",England,7000,,
10663,Westwood Road,Westwood Road,"St Ives, Cambridgeshire",England,2000,,
21977,The Stan Robinson Stadium,Marston Road,"Stafford, Staffordshire",England,4150,,
5607,Bower Fold,Mottram Road,"Stalybridge, Greater Manchester",England,6500,53.4752905,-2.0438436
5608,The Arden Garages Stadium,"Knights Lane, Tiddington","Stratford-upon-Avon, Warwickshire",England,2800,,
5609,The Webbs Wood Stadium,"Supermarine Road, South Marston","Swindon, Wiltshire",England,3000,,
5610,The Lamb Ground,"Meadow Street, Kettlebrook","Tamworth, Staffordshire",England,4065,,
5611,Ladysmead,Kenndy Way,"Tiverton, Devon",England,3500,,
5612,Broadhurst Park,310 Lightbowne Road. Moston,Manchester,England,4400,53.5165978,-2.1803853
5613,Elmbridge Xcel Sports Hub,Waterside Drive,"Walton-on-Thames, Surrey",England,2000,,
21328,Cal.Delivery Stadium,Common Lane,"Latchford, Warrington",England,3500,,
21329,Towbar Express Stadium at the Turnbull Ground,Upgang Lane,"Whitby, North Yorkshire",England,3200,,
10653,The Cuthbury Stadium,Cowgrove Road,"Wimborne Minster, Dorset",England,3250,,
5617,The Maurice Rebak Stadium,"Summers Lane, North Finchley",London,England,1500,51.6068627,-0.1714792
21978,U-Lock It Stadium,"Chapel Street, Wincham","Northwich, Cheshire",England,4813,,
20346,Sussex Transport Community Stadium,Woodside Road,"Worthing, West Sussex",England,4000,,
10654,The Jelf Stadium,Lodge Road,"Yate, South Gloucestershire",England,6745,,
12199,Len Salmon Stadium,"Crown Avenue, Pitsea","Basildon, Essex",England,2661,,
21469,Cobham Training Centre,,"Stoke d&apos;Abernon, Surrey",England,1000,,
21471,Tottenham Hotspur Academy Spurs Lodge,Luxborough Lane,"Chigwell, Essex",England,1000,,
12133,The Jakemans Community Stadium,"Pilgrim Way, Wyberton","Boston, Lincolnshire",England,5000,52.9562277,-0.0286799
5770,Hardenhuish Park,Bristol Road,"Chippenham, Wiltshire",England,2815,,
5771,Blackwell Meadows,Grange Road,"Darlington, Durham",England,3299,,
5772,Champion Hill Stadium,"Edgar Kail Way, East Dulwich",London,England,3336,,
6181,Croft Park,Plessey Road,"Blyth, Northumberland",England,4450,55.1209878,-1.5113802
6182,Horsfall Stadium,Cemetery Road,"Bradford, West Yorkshire",England,5000,53.7590079,-1.7761057
6183,Throstle Nest,"Bransby Rise, Newlands","Farsley, West Yorkshire",England,3900,,
11964,New Meadow Park,"Sudmeadow Road, Hempsted","Gloucester, Gloucestershire",England,4000,,
6184,Latimer Park,"Polwell Lane, Burton Latimer","Kettering, Northamptonshire",England,1500,,
6185,The Walks,Exton&apos;s Road,"King&apos;s Lynn, Norfolk",England,5733,,
21330,Your Co-op Community Stadium,"Harbury Lane, Whitnash","Royal Leamington Spa, Warwickshire",England,2300,,
6187,Twerton Park Stadium,"Dominion Road, Twerton","Bath, Somerset",England,8840,,
11965,The Aspect Arena,Thames Road,"Canvey Island, Essex",England,3300,,
6189,Meadowbank Stadium,Church Gardens,"Dorking, Surrey",England,3732,,
21331,Focus Community Arena,Vauxhall Road,"Hemel Hempstead, Hertfordshire",England,3152,,
6191,Bulpit Lane,Bulpit Lane,"Hungerford, Berkshire",England,2500,51.4089339,-1.5134685
6192,Longmead Stadium,Darenth Avenue,"Tonbridge, Kent",England,3000,,
6193,Grosvenor Vale,Grosvenor Vale,"Ruislip, Middlesex",England,3607,,
21987,Acclaim Handling Community Stadium,Park View Road,"Welling, Kent",England,5500,,
6195,Bob Lucas Stadium,Radipole Lane,"Weymouth, Dorset",England,6600,,
6196,Townfield Lane,"Townfield Lane, Barnton","Northwich, Cheshire",England,1000,,
11680,The Mayfield Stadium,Thornton Heath,London,England,1500,,
6197,Farm Park,Kingshill Avenue,London,England,1500,,
5497,Berry Street Garage Stadium,Vesty Road,"Bootle, Merseyside",England,2500,,
6198,Forest Town Stadium,"Clipstone Road W, Forest Town","Mansfield, Nottinghamshire",England,500,,
18814,The OnSite Group Stadium,"Cranleigh Road PO16 9 Fareham, Hants","Portchester, Hampshire",England,1000,,
11682,Stoneham Lane Football Complex,Stoneham Lane,"Eastleigh, Hampshire",England,1000,,
20876,Prestige Midlands Arena,"Castlecroft Road, Castlecroft","Wolverhampton, West Midlands",England,2000,,
21332,The Abbey Stadium,Goredale Avenue,"Gorton, Greater Manchester",England,1000,53.4547822,-2.1667340
11684,Addlestone Moor,Addlestone Moor,"Addlestone, Surrey",England,1000,,
21979,The Northcourt,Northcourt Road,"Abingdon, Oxfordshire",England,2000,51.6820075,-1.2746437
11685,Arlesbury Park,New Alresford,"Winchester, Hampshire",England,1000,,
11686,Bonnymead Park,Recreation Road,"Amesbury, Salisbury, Wiltshire",England,1000,,
20877,DH PROPERTY SERVICES STADIUM,Foxcotte Lane,"Andover, Hampshire",England,1000,,
11687,Cropston Road,Cropston Road,"Leicester, Leicestershire",England,2000,,
11688,The Playing Fields,Oxford Road,"Ardley, Oxfordshire",England,1000,,
6200,Armadillo Stadium,Hitchin Road,"Arlesey, Bedfordshire",England,2920,,
11689,Ascot Racecourse,Winkfield Road,"Ascot, Berkshire",England,1150,,
18815,The dwmedia Stadium,Woodhorn Lane,"Ashington, Northumberland",England,2000,,
6201,Brocstedes Park,Brocstedes Road,"Ashton-in-Makerfield, Wigan, Greater Manchester",England,1000,,
20878,Gam Civils Stadium,Sheepy Road,"Atherstone, Warwickshire",England,3500,,
6203,Vestacare Stadium,White Bank Road,"Oldham, Greater Manchester",England,1500,,
11691,The Greenfleets Stadium,Haywood Way,"Aylesbury, Buckinghamshire",England,1300,,
11692,Westfield Lane Stadium,"Westfield Lane, Waverley",Wrecclesham,England,1000,,
11693,PMC Stadium,Eastern Road,"Portsmouth, Hampshire",England,1000,,
11694,Merland Rise,Merland Rise,"Tadworth, Surrey",England,4000,51.2993383,-0.2353967
6204,Cricklefield Stadium,"486 High Road, Waltham Forest","Ilford, Essex",England,3500,,
6205,Silentnight Stadium,Greenberfield Lane,"Barnoldswick, Lancashire",England,1500,,
20879,Easy Buy Stadium,Pasture Road North / Marsh Lane,"Barton-upon-Humber, Lincolnshire",England,1500,,
21980,The Veho Community Stadium,"Bashley Road, New Milton","Bashley, Hampshire",England,4250,,
18816,Otham Sports Ground,Honey Lane,"Otham, Kent",England,1000,,
6207,Eden Park Avenue,374 Eden Park Avenue,"Beckenham, Kent",England,4000,,
18967,Westwood Recreation Ground,"Western Way, Bemerton Heath","Salisbury, Wiltshire",England,2500,,
19848,Priory Lane,Priory Lane,"Eastbourne, East Sussex",England,1000,50.8042125,0.3203734
20880,Verdant Stadium,Fairfield Road,"Biggleswade, Bedfordshire",England,2000,,
11699,Bedford Terrace,Bedford Terrace,"Billingham, County Durham",England,3000,,
21981,The Iconic Stadium,Stubbs Lane / Hill Farm Lane,Binfield,England,1000,,
7734,Heritage Park,Stadium Way,"Bishop Auckland, County Durham",England,2004,,
6208,Kayte Lane,Kayte Lane,"Bishop&apos;s Cleeve, Gloucestershire",England,1500,,
11700,The Recreation Ground,Bath Road,"Bitton, South Gloucestershire",England,1000,,
21982,The Amber Arena and Community Stadium,"Church Road, Boldmere","Sutton Coldfield, West Midlands",England,2500,,
21983,Barrett Steel Stadium,"Ontario Road, Bottesford",Scunthorpe,England,1000,,
11703,Victoria Park,Boundary Road / Namu Road,"Bournemouth, Dorset",England,3000,,
11704,Bradford on Avon Sports and Social Club,Trowbridge Road,"Bradford on Avon, Wiltshire",England,1000,,
11705,Brantham Leisure Centre,New Village,"Brantham, Suffolk",England,1200,51.9576496,1.0594338
6209,Fairfax Park,"College Way, Bath Road","Bridgwater, Somerset",England,2500,,
12168,The Neil Hudgell Law Stadium,Queensgate,"Bridlington, East Yorkshire",England,2740,,
11706,St. Mary's Field,,"Bridport, Dorset",England,1500,,
11707,Brimscombe & Thrupp FC Ground,The Meadow London Road Brimscombe,"Stroud, Gloucestershire",England,1000,,
11708,Brislington Stadium,Ironmould Lane,"Brislington, Bristol",England,3000,,
21984,The BodyMould Mattresses Stadium,"Wickhurst Lane, Broadbridge Heath","Horsham, West Sussex",England,1000,,
11710,Rayners Lane,Lucas Avenue,London,England,1000,51.5698431,-0.3651493
11711,Meadens Skoda Arena,Grigg Lane,"Brockenhurst, Hampshire",England,2000,,
11712,Homers Heath,Kingskerswell Road,"Newton Abbot, Devon",England,1000,,
12169,Birds Close,CAMP HILL,"Bugbrooke, Northamptonshire",England,2000,,
19849,The 1878 Stadium,Wymers Wood Road,"Burnham, Buckinghamshie",England,2500,,
18817,The Community Ground,Bobby Langton Way,"Burscough, Lancashire",England,1500,,
11713,Hounslow Sports Club,"Green Lane, Hounslow",London,England,1000,,
11714,Springfield,Cadbury Heath Road,"Cadbury Heath, Bristol",England,2000,,
11715,Krooner Park,Krooner Road,"Camberley, Surrey",England,2500,,
21985,Anytime Couriers Stadium,"50 Scotchman Road, Manningham","Bradford, West Yorkshire",England,1000,,
6212,Mossie Park,Charter Lane,Charnock Richard,England,1500,53.6316544,-2.6725542
18818,Bauvill Stadium,Bourneville Avenue,"Chatham, Kent",England,2000,,
11716,The Ridings,Wickwar Road,"Chipping Sodbury, Bristol",England,1000,,
11717,Hurn Bridge Sports Ground,,"Christchurch, Dorset",England,2000,,
11718,The Rush Green Bowl,,"Clacton-on-Sea, Essex",England,1500,,
11719,Terence MacMillan Stadium,281 Prince Regent Lane,London,England,2000,,
20347,Everyone Active Stadium,Davis Lane,"Clevedon, Somerset",England,3900,,
21986,The Reg Madgwick Stadium,Downside Bridge Road,"Cobham, Surrey",England,2000,,
11721,Cockfosters Sport Ground,"Chalk Lane, Barnet",London,England,1000,,
11722,Wibbandune Sports Ground,"Kingston By Passm, Borough of Merton",London,England,2000,,
11723,The Recreation Ground,High Street,"Colney Heath, Hertfordshire",England,1000,,
19850,The Cleric Stadium,"Booth Street, Ivy Gardens, off Crescent Road","Congleton, Cheshire",England,1450,,
11724,Belle Vue Park,Delves Lane,"Consett, County Durham",England,4000,,
11966,Corinthian Sports Club,Gay Dawn Farm,"Longfield, Kent",England,1000,,
6216,Sphinx Drive,Sphinx Drive,"Coventry, West Midlands",England,1000,52.4023778,-1.4732639
11725,Butts Park Arena,"Butts Road, Spon End","Coventry, West Midlands",England,3000,52.4061896,-1.5259715
21333,The Zilch Waste Stadium,Reynolds Close,"Cowes, Isle of Wight",England,500,,
6217,The Haven Sportsfield,Hophurst Lane,"Crawley Down, West Sussex",England,1500,,
11727,The Brache,307 Park Street,"Luton, Bedfordshire",England,1000,,
11728,The Lawns,"Station Road, Henbury",Bristol,England,1000,,
11729,Crowborough Community Stadium,Fermor Road,"Crowborough, East Sussex",England,2000,,
11730,The Charles Sports Ground,St Leonards Road,"Deal, Kent",England,1000,,
11731,Deeping Sports Club,Outgang Road,"Market Deeping, Lincolnshire",England,2000,,
19851,SG Pathway Academy Arena,Braybrooke Road,"Desborough, Northamptonshire",England,1000,,
11733,Addison Road,Addison Road,"Banbury, Oxfordshire",England,1000,,
11734,Lashmar Recreation Ground,Roundstone Drive,"East Preston, West Sussex",England,2000,,
6218,The Saffrons Football Ground,Compton Place Road / Mead Road,"Eastbourne, East Sussex",England,4500,,
11735,The Oval,Channel View Road,"Eastbourne, East Sussex",England,4100,,
11736,Mitton Group Stadium,Kingsway,"Wrose Bradford, West Yorkshire",England,2225,,
6219,The Runnymede Stadium,Wards Place,"Egham, Surrey",England,1565,,
11737,The Unwin Ground,Downham Road,"Ely, Cambridgeshire",England,2000,,
11858,Bayliss Avenue,"Bayliss Avenue, Thamesmead",London,England,6000,,
11738,King George V Ground,Southern Road,"Exmouth, Devonshire",England,1000,,
11739,The Alfred Hall Memorial Ground,Hall Road,"Eynesbury, St. Neots",England,1000,,
21988,The Acorn Property Stadium,Cinder Lane,Fairford,England,1500,,
12170,Clipbush Park,Clipbush Lane,"Fakenham, Norfolk",England,2000,,
11741,Cams Alders Stadium,,"Fareham, Hampshire",England,5500,,
12171,The Memorial Ground Farnham,Mead Lane / West Street,"Farnham, Surrey",England,1500,,
11742,St Pauls’ Sports Ground,"Salter Road, London Borough of Southwark",London,England,1000,,
11743,Wilks Park,Heath End Road,"Flackwell Heath, Buckinghamshire",England,1000,,
21334,Easy As HGV Stadium,Crookham Road,"Fleet, Hampshire",England,2000,,
11744,The Frimley Green Recreation Ground,,"Frimley Green, Camberley",England,2000,,
21335,Bannister Prentice Community Stadium,Brierlands Lane off Cedar Ridge,"Garforth, West Yorkshire",England,3000,,
11745,Foxbury Avenue,Foxbury Avenue (off Perry Street),"Chiselhurst, Greater London",England,1000,,
11746,Bearscroft Lane,Bearscroft Lane,"Godmanchester, Cambridgeshire",England,1050,,
6224,Victoria Pleasure Grounds,Marcus Street,"Goole, East Yorkshire",England,3000,53.7031615,-0.8806292
11747,Emerald Park,Woodfarm Lane,"Gorleston-On-Sea, Norfolk",England,3000,,
21336,Wellesley Recreation Ground,,"Great Yarmouth, Norfolk",England,4000,,
5503,DGS Marine Stadium,"Middle Park Avenue, Eltham",London,England,1000,,
6225,The Moat Ground,Moat Street,"Church Gresley, Derbyshire",England,2400,,
11748,Bradley Community Stadium,Bradley Road,"Grimsby, Lincolnshire",England,1000,,
6226,Guildford Spectrum Athletics Stadium,,"Guildford, Surrey",England,1135,,
11749,King George V Ground,,"Guisborough, North Yorkshire",England,3500,,
21989,The Old Spotted Dog Ground,"The spotted Dog Inn, 212 Upton Lane, Newham",London,England,1000,,
11750,Millfield,Tinkers Lane,"Hadleigh, Suffolk",England,3000,,
11751,Hadley Sports Ground,"Brickfield Lane, Arkley, Barnet",London,England,1000,,
18968,Sandygate Road,Sandygate Road,Sheffield,England,1000,53.3772758,-1.5283403
11752,The Hallen Centre,Moorhouse Lane,"Hallen, Gloucestershire",England,2000,,
20885,Milbank Stadium,Rosemary Lane,"Halstead, Essex",England,1000,,
11753,The Abbey,Hamble Lane,"Hamble-le-Rice, Hampshire",England,1000,,
18688,The Sunseeker International County Ground,"Blandford Close, Hamworthy","Poole, Dorset",England,1000,,
21990,Express Worktops Stadium at Handsworth Junior Sporting Club,"Olivers Mount, Darnall","Sheffield, South Yorkshire",England,1000,,
11756,Rectory Meadow,"Park Road, Hanworth","Hanworth, Middlesex",England,600,,
11757,Bowden Park,Northampton Road,"Market Harborough, Leicestershire",England,1000,,
11758,Preston Park,"Harefield, Borough of Hillingdon",London,England,1500,,
11759,Rothamsted Park,33 High Street,"Harpenden, Hertfordshire",England,1000,,
6228,Station View,Station View,"Harrogate, West Yorkshire",England,3500,,
21991,Royal Oak Ground,"Main Road, Tendring","Harwich, Essex",England,1500,,
11760,The Beacon Ground,Brighton Road,"Hassocks, West Sussex",England,1500,,
11761,Shrewsbury Sports Village,Sundorne Rd,Shrewsbury,England,1000,52.7267209,-2.7164769
11762,The New Croft,Chalkestone Way,"Haverhill, Suffolk",England,2000,,
12172,The Town Ground,Mayfield Avenue,"Heanor, Derbyshire",England,1000,53.0110660,-1.3563522
11763,St. John's Park,Ravenstone Road,"Heather, Leicestershire",England,1000,,
11764,The Energy Check Sports Ground,North Drive / Victoria Road West,"Hebburn, Tyne and Wear",England,1500,,
11765,The MDC Sports Stadium,"Wakefield Road, Fitzwilliam","Hemsworth, West Yorkshire",England,2000,,
11766,The Stewart Edwards Stadium,Park View,"Hoddesdon, Hertfordshire",England,3000,,
11767,Carters Park,,"Holbeach, Lincolnshire",England,2000,,
11768,Star Meadow Sports Club,Darland Avenue,"Gillingham, Kent",England,1000,,
11769,Airedale Park,Watchet Lane,"Holmer Green, Buckinghamshire",England,1000,,
11770,The New Defence,Anderson Way,"Horley, Surrey",England,2000,,
11771,Five Heads Park,Park Five Heads Road,"Horndean, Hampshire",England,1000,,
6229,Gorings Mead,Brighton Road,"Horsham, West Sussex",England,1500,,
18689,Hythe Garage Stadium,Claypits Lane,Dibden,England,1000,,
21992,The Silver Street Stadium,"Silver Street, Irlam","Salford, Greater Manchester",England,500,,
11773,K Sports,"Station Road, Ditton","Aylesford, Kent",England,1000,51.2995146,0.4568246
11774,The AJN Stadium,Bristol Road,"Keynsham, Somerset",England,3001,,
11775,Walmer Road,Walmer Road,"Kirkley, Suffolk",England,1500,,
11776,Redding Way,,"Knaphill, Surrey",England,1000,,
21993,The Hummel Stadium,3 Manse Lane,Knaresborough,England,1000,,
11778,Culver Road,Culver Road,"Lancing, West Sussex",England,2000,50.8289044,-0.3225312
11779,Hamilton Park,Sandhills Avenue,"Leicester, Leicestershire",England,1000,,
12135,The Greene King Stadium (De Montfort Park),Leicester Road,"Hinckley, Leicestershire",England,4329,,
21994,Freed Veneers Community Stadium,Lake Street,"Leighton Buzzard, Bedfordshire",England,2800,,
19238,The LORDS Builders Merchants Stadium,"Pancake Lane, Leverstock Green","Hemel Hempstead, Hertfordshire",England,1500,,
18820,Trade Tyre Community Stadium,Brownsfield Road,Lichfield,England,1000,,
6232,Litherland Sports Park,Bootle,Liverpool,England,1000,,
19853,Little Common Recreation Ground,Channel View Road,Bexhill,England,1000,,
11967,Clayborn Stadium,Quaker Lane,"Cleckheaton, West Yorkshire",England,2200,,
11782,Cotlandswick Playing Fields,North Orbital Road,"London Colney, Hertfordshire",England,1000,,
11783,Grange Park,Station Road,"Long Eaton, Derbyshire",England,1500,,
11784,Stoneylands,New Rd,"Long Melford, Sudbury, Suffolk",England,1000,,
11785,Saw Mills End,Corinium Avenue,Gloucester,England,500,,
21995,Inglewhite Road,Inglewhite Road,"Longridge, Lancashire",England,1000,,
11786,Martyn Grove,North Dane Way,"Chatham, Kent",England,2000,,
11120,Loughborough University Football Stadium,Loughborough University Road,"Loughborough, Leicestershire",England,2500,,
12137,Anfield Sports Community Centre,"132 Lower Breck Road, Anfield",Liverpool,England,1000,,
18821,Loxwood Sports Association,Sports Pavilion Plaistow Road,"Loxwood, West Sussex",England,1000,,
11788,Dunley Way,Dunley Way,"Lutterworth, Leicestershire",England,1000,,
11789,Lydney Recreation Ground,Swan Rd,Lydney,England,1000,,
11790,The Sports Ground,Stourbridge Road,"Lye, West Midlands",England,1000,,
11791,Lymington Sports Ground,Southampton Road,"Lymington, Hampshire",England,1000,,
21338,The Flying Monk Ground,Poole Road,"Malmesbury, Wiltshire",England,1000,,
11792,Muglet Lane,Muglet Lane,"Maltby, South Yorkshire",England,2150,53.4215684,-1.1960192
12174,HD Anywhere Stadium,Langland Avenue,"Malvern, Worcestershire",England,4000,,
12175,GER Sports Ground,10 Robingoodfellow&apos;s Lane,"March, Cambridgeshire",England,1000,,
12138,Sign Right Park,Burton Road,"Melton Mowbray, Leicestershire",England,1000,,
6234,Mildenhall Town Football Club Stadium,Recreation Way,"Mildenhall, Suffolk",England,2000,,
6235,The Herds Renault Stadium,Walton Road,"West Molesey, Surrey",England,4000,,
12176,Mulberry Park,"New Village Hall, The Common","Mulbarton, Norfolk",England,1000,,
11793,Sam Smith's Park,"37 Cherrywood, Walkergate","Newcastle upon Tyne, Tyne and Wear",England,2000,,
11794,Trafalgar Ground,Fort Road,Newhaven,England,3000,,
11795,Cricket Field Road,Cricket Field Road,"Newmarket, Suffolk",England,2750,,
11796,Willen Road,Willen Road,"Newport Pagnell, Buckinghamshire",England,500,,
20312,Securicorp Stadium,Moore Lane,"Newton Aycliffe, County Durham",England,1000,,
6236,Berkeley Fields,"Berkeley Avenue, Greenford, Ealing",London,England,2000,,
11798,Daren Persson Stadium,West Percy Road,"North Shields, Tyne and Wear",England,1000,,
12692,The Calvert Stadium,Ainderby Road,"Northallerton, North Yorkshire",England,1500,,
11800,Old Northamptonians Private Sports Ground,111 Ardington Road,"Northampton, Northamptonshire",England,1000,,
6237,Plantation Park,"Plantation Road, Biofield",Norwich,England,3000,,
21339,Riverside Pavilion,Braunstone Lane East 40,"Leicester, Leicestershire",England,1000,,
11802,Lew Hill Memorial Ground,"Combe Hay Lane, Odd Down","Bath, Somerset",England,1160,,
11803,The Boundary Stadium,"Altham Way, South Oxhey","Watford, Hertfordshire",England,2000,,
6238,Ruby Civil Arena,Well Street,"Padiham, Lancashire",England,1688,,
11804,Nyetimber Lane,Nyetimber Lane,"Pagham, West Sussex",England,1500,50.7790129,-0.7291871
18970,Centenary Park,Piddinghoe Avenue,"Peacehaven, East Sussex",England,1500,,
21996,Parker Roofing Memorial Ground,"Church View Road, Penistone","Barnsley, South Yorkshire",England,1000,,
21997,The Frenchfield Stadium,Frenchfield Park,Penrith,England,1000,,
11807,Branch Bros Stadium,"Chestnut Avenue, Dogsthorpe","Peterborough, Cambridgeshire",England,1500,,
11968,Manadon Sports Hub,"St. Peters Road, Manadon","Plymouth, Devon",England,1000,,
18822,The Camp & Satherley Stadium,Grove Road,"Portland, Dorset",England,1000,,
11809,The Hollow,,"Potton, Bedfordshire",England,1000,,
11810,Elite Venue,Dunkirk Close,"Gravesend, Kent",England,1000,51.4168387,0.3770153
11811,Farley Way Stadium,Farley Way,"Quorn, Leicestershire",England,1400,,
11812,Townsend Meadow,Hampton Road,"Warwick, Warwickshire",England,2000,,
11813,Prince George's Fields,"Grand Drive, Raynes Park, Merton",London,England,1500,,
11814,Rivermoor Stadium,Scours Lane,"Reading, Berkshire",England,2162,,
6241,Oakside Stadium,"Station Road, Barkingside","Ilford, Essex",England,3000,,
6242,Kiln Brow,,"Redhill, Surrey",England,1500,,
11815,Oaklands Park Stadium,Gloucester Road,"Almondsbury, South Gloucestershire",England,1000,,
11817,Sergeants Lawn,Desborough Road,"Rothwell, Northamptonshire",England,1000,,
11818,Gerrard Buxton Sports Ground,Rylands Way,"Royal Wootton Bassett, Wiltshire",England,2000,,
6243,Butlin Road,Butlin Road,"Rugby, Warwikshire",England,6000,,
6244,Viridor Community Stadium,Sandy Lane,"Runcorn, Cheshire",England,1530,,
12177,The Jockey Stadium,Nellington Road,Rusthall,England,1000,,
21340,The Hive Arena,Gorsey Lane,"Warrington, Cheshire",England,1000,,
11819,Catons Lane,1 Catons Lane,"Saffron Walden, Essex",England,2000,,
12139,Kimberley Stadium,Callington Road,"Saltash, Cornwall",England,1000,,
11820,Hill Park,"Hill Park, Coombe Vale","Brighton, East Sussex",England,1000,,
18823,Crofters End Stadium,Crofters End,"Sawbridgeworth, Hertfordshire",England,1500,,
21341,The Alexandra Steakhouse Stadium,Byron Terrace,"Seaham, County Durham",England,500,,
18824,Mansfield Road,Mansfield Road,Selston,England,1000,,
11824,Cockrams Ground,Coppice Street,"Shaftesbury, Dorset",England,1000,,
18971,Eastwood Leisure Centre,"247A Albert Drive, Sheerwater","Woking, Surrey",England,1000,,
12693,The Total Power Stadium,"Holm Place, Minster on Sea",Sheerness,England,1450,,
6246,The Dovecote,Butthole Lane,"Shepshed, Leicestershire",England,2500,,
11826,The Playing Fields,Old Wells Road,"Shepton Mallet, Somerset",England,2500,,
12178,Debdale Park,Mallard Court,"Mansfield Woodhouse, Nottinghamshire",England,1000,,
21998,J Denham Metals Stadium,Dean Street,"Shildon, County Durham",England,4700,,
6247,Middle Road,Middle Road,"Shoreham-by-Sea, West Sussex",England,1500,50.8365211,-0.2619688
6248,The Meadowbank Ground,"Shortwood Road, Shortwood","Nailsworth, Gloucestershire",England,2000,,
11828,The Recreation Ground,,"Shrivenham, Oxfordshire",England,1000,,
11829,The Asda Foundation Stadium,Keighley Road,"Silsden, Keighley, West Yorkshire",England,2300,,
6249,JMO Sports Park,Liverpool Road,"Skelmersdale, Lancashire",England,1000,,
11830,Eslaforde Park,Boston Road,"Sleaford, Lincolnshire",England,1000,,
11831,The Arena Stadium,Northumberland Crescent,"Southend-on-Sea, Essex",England,6000,,
